pitch_type,batter,at_bat_number,pitch_number,inning,bat_score,fld_score,stand,balls,strikes,outs_when_up,on_3b,on_2b,on_1b,woba_value,launch_speed_angle,game_pk,pitch_pk
FF,448306,34,7,4,3,1,0,3,2,2,1,1,0,0.0,,415287,2015080703407
SI,506560,38,1,5,3,1,1,0,0,0,1,1,1,,,415287,2015080703801
CH,506560,38,2,5,3,1,1,1,0,0,1,1,1,,,415287,2015080703802
SI,506560,38,3,5,3,1,1,2,0,0,1,1,1,,,415287,2015080703803
FF,506560,38,4,5,3,1,1,3,0,0,1,1,1,,,415287,2015080703804
FF,506560,38,5,5,3,1,1,3,1,0,1,1,1,0.0,5.0,415287,2015080703805
CU,500208,39,1,5,3,1,1,0,0,1,1,1,1,,,415287,2015080703901
CU,500208,39,2,5,3,1,1,0,1,1,1,1,1,,,415287,2015080703902
FF,500208,39,3,5,3,1,1,1,1,1,1,1,1,0.0,3.0,415287,2015080703903
FF,461314,40,1,5,3,1,0,0,0,2,1,1,1,,,415287,2015080704001
FF,461314,40,2,5,3,1,0,1,0,2,1,1,1,,,415287,2015080704002
CH,461314,40,3,5,3,1,0,2,0,2,1,1,1,,,415287,2015080704003
FF,461314,40,4,5,3,1,0,3,0,2,1,1,1,0.7,,415287,2015080704004
FF,457708,41,1,5,3,1,0,0,0,2,1,1,0,,,415287,2015080704101
CU,457708,41,2,5,3,1,0,0,1,2,1,1,0,,,415287,2015080704102
CU,457708,41,3,5,3,1,0,0,2,2,1,1,0,,,415287,2015080704103
CH,457708,41,4,5,3,1,0,1,2,2,1,1,0,,,415287,2015080704104
CH,457708,41,5,5,3,1,0,2,2,2,1,1,0,,,415287,2015080704105
SI,457708,41,6,5,3,1,0,3,2,2,1,1,0,,,415287,2015080704106
CH,457708,41,7,5,3,1,0,3,2,2,1,1,0,0.7,,415287,2015080704107
CU,475174,42,1,5,3,1,1,0,0,2,1,0,0,,,415287,2015080704201
CH,475174,42,2,5,3,1,1,0,1,2,1,0,0,,,415287,2015080704202
FF,475174,42,3,5,3,1,1,1,1,2,1,0,0,,,415287,2015080704203
SI,475174,42,4,5,3,1,1,2,1,2,1,0,0,0.0,2.0,415287,2015080704204
SI,576397,47,1,6,3,2,0,0,0,0,1,1,1,0.7,,415287,2015080704701
FF,519083,48,1,6,3,2,0,0,0,0,1,1,0,0.9,4.0,415287,2015080704801
FF,425834,49,1,6,3,2,0,0,0,0,1,0,0,,,415287,2015080704901
CH,425834,49,2,6,3,2,0,1,0,0,1,0,0,,,415287,2015080704902
FF,425834,49,3,6,3,2,0,2,0,0,1,0,0,,,415287,2015080704903
FF,425834,49,4,6,3,2,0,2,1,0,1,0,0,,,415287,2015080704904
CU,425834,49,5,6,3,2,0,2,2,0,1,0,0,0.0,,415287,2015080704905
FF,448306,50,1,6,3,2,0,0,0,1,1,0,0,,,415287,2015080705001
CU,448306,50,2,6,3,2,0,0,1,1,1,0,0,,,415287,2015080705002
FF,448306,50,3,6,3,2,0,1,1,1,1,0,0,,,415287,2015080705003
CU,448306,50,4,6,3,2,0,1,2,1,1,0,0,0.0,,415287,2015080705004
CH,506560,51,1,6,3,2,1,0,0,2,1,0,0,,,415287,2015080705101
FF,506560,51,2,6,3,2,1,0,1,2,1,0,0,,,415287,2015080705102
FF,506560,51,3,6,3,2,1,1,1,2,1,0,0,,,415287,2015080705103
CU,506560,51,4,6,3,2,1,1,2,2,1,0,0,0.0,,415287,2015080705104
FF,542255,5,1,1,0,0,1,0,0,0,1,1,1,,,415355,2015081200501
FF,542255,5,2,1,0,0,1,0,1,0,1,1,1,,,415355,2015081200502
FF,542255,5,3,1,0,0,1,1,1,0,1,1,1,,,415355,2015081200503
FF,542255,5,4,1,0,0,1,2,1,0,1,1,1,,,415355,2015081200504
CH,542255,5,5,1,0,0,1,2,2,0,1,1,1,,,415355,2015081200505
SI,542255,5,6,1,0,0,1,2,2,0,1,1,1,,,415355,2015081200506
FF,542255,5,7,1,0,0,1,2,2,0,1,1,1,,,415355,2015081200507
CU,542255,5,8,1,0,0,1,2,2,0,1,1,1,0.9,4.0,415355,2015081200508
FF,572041,6,1,1,0,0,0,0,0,0,1,1,0,,,415355,2015081200601
FF,572041,6,2,1,0,0,0,1,0,0,1,1,0,,,415355,2015081200602
FF,572041,6,3,1,0,0,0,2,0,0,1,1,0,,,415355,2015081200603
FF,572041,6,4,1,0,0,0,2,1,0,1,1,0,,,415355,2015081200604
CU,572041,6,5,1,0,0,0,2,2,0,1,1,0,0.9,4.0,415355,2015081200605
CH,502671,7,1,1,0,0,0,0,0,0,0,1,0,,,415355,2015081200701
FF,502671,7,2,1,0,0,0,1,0,0,0,1,0,,,415355,2015081200702
CH,502671,7,3,1,0,0,0,2,0,0,0,1,0,,,415355,2015081200703
FF,502671,7,4,1,0,0,0,2,1,0,0,1,0,,,415355,2015081200704
FF,502671,7,5,1,0,0,0,3,1,0,0,1,0,0.9,2.0,415355,2015081200705
CH,571875,8,1,1,1,0,1,0,0,0,0,1,0,,,415355,2015081200801
FF,571875,8,2,1,1,0,1,1,0,0,0,0,1,,,415355,2015081200802
SI,571875,8,3,1,1,0,1,1,1,0,0,0,1,,,415355,2015081200803
SI,571875,8,4,1,1,0,1,2,1,0,0,0,1,0.0,2.0,415355,2015081200804
CU,456078,9,1,1,2,0,0,0,0,1,0,1,1,,,415355,2015081200901
FF,456078,9,2,1,2,0,0,0,1,1,0,1,1,,,415355,2015081200902
FF,456078,9,3,1,2,0,0,0,2,1,0,1,1,0.0,2.0,415355,2015081200903
FF,431094,10,1,1,2,0,0,0,0,2,0,1,1,,,415355,2015081201001
FF,431094,10,2,1,2,0,0,1,0,2,0,1,1,,,415355,2015081201002
FF,431094,10,3,1,2,0,0,1,1,2,0,1,1,,,415355,2015081201003
FF,431094,10,4,1,2,0,0,1,2,2,0,1,1,0.0,3.0,415355,2015081201004
FF,605113,17,1,2,2,1,0,0,0,1,1,1,1,,,415355,2015081201701
FF,605113,17,2,2,2,1,0,0,1,1,1,1,1,,,415355,2015081201702
FF,605113,17,3,2,2,1,0,1,1,1,1,1,1,,,415355,2015081201703
FF,605113,17,4,2,2,1,0,2,1,1,1,1,1,,,415355,2015081201704
CU,605113,17,5,2,2,1,0,2,2,1,1,1,1,,,415355,2015081201705
CU,605113,17,6,2,2,1,0,2,2,1,1,1,1,0.0,2.0,415355,2015081201706
FF,502624,18,1,2,2,1,0,0,0,2,1,1,1,,,415355,2015081201801
FF,502624,18,2,2,2,1,0,0,1,2,1,1,1,,,415355,2015081201802
CU,502624,18,3,2,2,1,0,0,2,2,1,1,1,,,415355,2015081201803
FF,502624,18,4,2,2,1,0,0,2,2,1,1,1,0.0,,415355,2015081201804
SI,542255,24,1,3,2,2,1,0,0,0,1,1,1,,,415355,2015081202401
SI,542255,24,2,3,2,2,1,1,0,0,1,1,1,0.0,2.0,415355,2015081202402
FF,572041,25,1,3,2,2,0,0,0,1,1,1,1,,,415355,2015081202501
FF,572041,25,2,3,2,2,0,0,1,1,1,1,1,0.9,4.0,415355,2015081202502
FF,502671,26,1,3,2,2,0,0,0,1,1,1,0,,,415355,2015081202601
CU,502671,26,2,3,2,2,0,0,1,1,1,1,0,,,415355,2015081202602
CU,502671,26,3,3,2,2,0,1,1,1,1,1,0,,,415355,2015081202603
CH,502671,26,4,3,2,2,0,2,1,1,1,1,0,,,415355,2015081202604
FF,502671,26,5,3,2,2,0,2,2,1,1,1,0,,,415355,2015081202605
FF,502671,26,6,3,2,2,0,2,2,1,1,1,0,,,415355,2015081202606
CU,502671,26,7,3,2,2,0,2,2,1,1,1,0,,,415355,2015081202607
FF,502671,26,8,3,2,2,0,3,2,1,1,1,0,0.7,,415355,2015081202608
CH,571875,27,1,3,2,2,1,0,0,1,1,0,0,0.0,6.0,415355,2015081202701
FF,456078,28,1,3,2,2,0,0,0,2,0,0,1,,,415355,2015081202801
FF,456078,28,2,3,2,2,0,0,1,2,0,0,1,,,415355,2015081202802
FF,456078,28,3,3,2,2,0,1,1,2,0,0,1,,,415355,2015081202803
CU,456078,28,4,3,2,2,0,1,2,2,0,0,1,0.0,,415355,2015081202804
FF,431094,33,1,4,2,3,0,0,0,0,1,1,1,0.9,4.0,415355,2015081203301
CU,605113,35,1,4,2,3,0,0,0,1,1,1,0,,,415355,2015081203501
FF,605113,35,2,4,2,3,0,0,1,1,1,1,0,,,415355,2015081203502
SI,605113,35,3,4,2,3,0,1,1,1,1,1,0,,,415355,2015081203503
SI,605113,35,4,4,2,3,0,1,2,1,1,1,0,0.0,1.0,415355,2015081203504
FF,502624,36,1,4,2,3,0,0,0,2,1,1,0,,,415355,2015081203601
FF,502624,36,2,4,2,3,0,0,1,2,1,1,0,0.0,,415355,2015081203602
FF,542255,40,1,5,2,3,1,0,0,0,1,1,1,,,415355,2015081204001
FF,542255,40,2,5,2,3,1,0,1,0,1,1,1,0.9,4.0,415355,2015081204002
CU,572041,41,1,5,2,3,0,0,0,0,1,1,0,,,415355,2015081204101
CU,572041,41,2,5,2,3,0,0,1,0,1,1,0,0.0,2.0,415355,2015081204102
CH,502671,42,1,5,2,3,0,0,0,1,1,0,1,,,415355,2015081204201
FF,502671,42,2,5,2,3,0,1,0,1,1,0,1,,,415355,2015081204202
CH,502671,42,3,5,2,3,0,1,1,1,1,0,1,1.6,3.0,415355,2015081204203
FF,571875,43,1,5,3,3,1,0,0,1,0,1,1,,,415355,2015081204301
SI,571875,43,2,5,3,3,1,0,1,1,0,1,1,0.9,4.0,415355,2015081204302
CU,456078,44,1,5,4,3,0,0,0,1,1,1,0,,,415355,2015081204401
SI,456078,44,2,5,4,3,0,0,1,1,1,1,0,,,415355,2015081204402
SI,456078,44,3,5,4,3,0,1,1,1,1,1,0,,,415355,2015081204403
SI,456078,44,4,5,4,3,0,2,1,1,1,1,0,0.0,3.0,415355,2015081204404
CU,431094,45,1,5,4,3,0,0,0,2,1,1,0,0.9,4.0,415355,2015081204501
SI,453064,1,1,1,0,0,0,0,0,0,1,1,1,,,415436,2015081800101
FF,453064,1,2,1,0,0,0,1,0,0,1,1,1,,,415436,2015081800102
FF,453064,1,3,1,0,0,0,2,0,0,1,1,1,,,415436,2015081800103
FF,453064,1,4,1,0,0,0,3,0,0,1,1,1,,,415436,2015081800104
FF,453064,1,5,1,0,0,0,3,1,0,1,1,1,,,415436,2015081800105
FF,453064,1,6,1,0,0,0,3,2,0,1,1,1,0.0,4.0,415436,2015081800106
SI,518626,2,1,1,0,0,0,0,0,1,1,1,1,2.0,6.0,415436,2015081800201
CU,430832,3,1,1,1,0,0,0,0,1,1,1,1,,,415436,2015081800301
CU,430832,3,2,1,1,0,0,0,1,1,1,1,1,,,415436,2015081800302
CU,430832,3,3,1,1,0,0,0,2,1,1,1,1,0.0,,415436,2015081800303
SI,429665,4,1,1,1,0,0,0,0,2,1,1,1,,,415436,2015081800401
CU,429665,4,2,1,1,0,0,0,1,2,1,1,1,,,415436,2015081800402
CU,429665,4,3,1,1,0,0,1,1,2,1,1,1,0.9,4.0,415436,2015081800403
FF,431145,5,1,1,1,0,0,0,0,2,1,1,0,,,415436,2015081800501
CU,431145,5,2,1,1,0,0,0,1,2,1,1,0,,,415436,2015081800502
CH,431145,5,3,1,1,0,0,1,1,2,1,1,0,,,415436,2015081800503
SI,431145,5,4,1,1,0,0,2,1,2,1,1,0,0.0,3.0,415436,2015081800504
FF,485567,9,1,2,1,0,1,0,0,0,1,1,1,,,415436,2015081800901
FF,485567,9,2,2,1,0,1,0,1,0,1,1,1,,,415436,2015081800902
FF,485567,9,3,2,1,0,1,0,2,0,1,1,1,,,415436,2015081800903
CU,485567,9,4,2,1,0,1,1,2,0,1,1,1,0.0,,415436,2015081800904
SI,519184,10,1,2,1,0,1,0,0,1,1,1,1,,,415436,2015081801001
CU,519184,10,2,2,1,0,1,0,1,1,1,1,1,,,415436,2015081801002
FF,519184,10,3,2,1,0,1,1,1,1,1,1,1,0.0,2.0,415436,2015081801003
SI,572365,11,1,2,1,0,1,0,0,2,1,1,1,,,415436,2015081801101
SI,572365,11,2,2,1,0,1,1,0,2,1,1,1,1.25,4.0,415436,2015081801102
SI,285079,12,1,2,1,0,0,0,0,2,1,0,1,0.0,3.0,415436,2015081801201
CU,453064,17,1,3,1,1,0,0,0,0,1,1,1,,,415436,2015081801701
FF,453064,17,2,3,1,1,0,1,0,0,1,1,1,,,415436,2015081801702
SI,453064,17,3,3,1,1,0,1,1,0,1,1,1,,,415436,2015081801703
SI,453064,17,4,3,1,1,0,1,2,0,1,1,1,,,415436,2015081801704
CU,453064,17,5,3,1,1,0,1,2,0,1,1,1,,,415436,2015081801705
CU,453064,17,6,3,1,1,0,2,2,0,1,1,1,0.0,,415436,2015081801706
CU,518626,18,1,3,1,1,0,0,0,1,1,1,1,,,415436,2015081801801
CH,518626,18,2,3,1,1,0,0,1,1,1,1,1,,,415436,2015081801802
FF,518626,18,3,3,1,1,0,0,2,1,1,1,1,,,415436,2015081801803
CU,518626,18,4,3,1,1,0,0,2,1,1,1,1,,,415436,2015081801804
CU,518626,18,5,3,1,1,0,1,2,1,1,1,1,,,415436,2015081801805
CU,518626,18,6,3,1,1,0,1,2,1,1,1,1,,,415436,2015081801806
SI,518626,18,7,3,1,1,0,1,2,1,1,1,1,,,415436,2015081801807
CH,518626,18,8,3,1,1,0,1,2,1,1,1,1,,,415436,2015081801808
CH,518626,18,9,3,1,1,0,2,2,1,1,1,1,,,415436,2015081801809
CH,518626,18,10,3,1,1,0,3,2,1,1,1,1,0.7,,415436,2015081801810
SI,430832,19,1,3,1,1,0,0,0,1,1,1,0,,,415436,2015081801901
SI,430832,19,2,3,1,1,0,1,0,1,1,1,0,,,415436,2015081801902
SI,430832,19,3,3,1,1,0,1,1,1,1,1,0,,,415436,2015081801903
CH,430832,19,4,3,1,1,0,2,1,1,1,1,0,,,415436,2015081801904
CH,430832,19,5,3,1,1,0,2,2,1,1,1,0,0.0,3.0,415436,2015081801905
CU,429665,20,1,3,1,1,0,0,0,2,1,1,0,,,415436,2015081802001
SI,429665,20,2,3,1,1,0,1,0,2,1,1,0,,,415436,2015081802002
CU,429665,20,3,3,1,1,0,1,1,2,1,1,0,,,415436,2015081802003
CU,429665,20,4,3,1,1,0,2,1,2,1,1,0,,,415436,2015081802004
SI,429665,20,5,3,1,1,0,3,1,2,1,1,0,,,415436,2015081802005
SI,429665,20,6,3,1,1,0,3,2,2,1,1,0,0.7,,415436,2015081802006
FF,431145,21,1,3,1,1,0,0,0,2,1,0,0,,,415436,2015081802101
FF,431145,21,2,3,1,1,0,0,1,2,1,0,0,,,415436,2015081802102
SI,431145,21,3,3,1,1,0,1,1,2,1,0,0,,,415436,2015081802103
CU,431145,21,4,3,1,1,0,1,2,2,1,0,0,,,415436,2015081802104
CU,431145,21,5,3,1,1,0,2,2,2,1,0,0,,,415436,2015081802105
FF,431145,21,6,3,1,1,0,3,2,2,1,0,0,0.7,,415436,2015081802106
FF,485567,22,1,3,1,1,1,0,0,2,0,0,0,,,415436,2015081802201
FF,485567,22,2,3,1,1,1,1,0,2,0,0,0,0.9,4.0,415436,2015081802202
CH,519184,23,1,3,3,1,1,0,0,2,1,0,0,,,415436,2015081802301
FF,519184,23,2,3,3,1,1,0,1,2,1,0,0,,,415436,2015081802302
SI,519184,23,3,3,3,1,1,1,1,2,1,0,0,0.0,4.0,415436,2015081802303
FF,572365,29,1,4,3,2,1,0,0,0,1,1,1,,,415436,2015081802901
CH,572365,29,2,4,3,2,1,1,0,0,1,1,1,,,415436,2015081802902
SI,572365,29,3,4,3,2,1,2,0,0,1,1,1,,,415436,2015081802903
SI,572365,29,4,4,3,2,1,3,0,0,1,1,1,,,415436,2015081802904
SI,572365,29,5,4,3,2,1,3,1,0,1,1,1,0.7,,415436,2015081802905
SI,285079,30,1,4,3,2,0,0,0,0,1,1,0,0.0,,415436,2015081803001
CU,453064,31,1,4,3,2,0,0,0,1,1,0,1,0.0,2.0,415436,2015081803101
SI,518626,32,1,4,3,2,0,0,0,2,1,0,1,,,415436,2015081803201
CH,518626,32,2,4,3,2,0,1,0,2,1,0,1,,,415436,2015081803202
SI,518626,32,3,4,3,2,0,1,1,2,1,0,1,,,415436,2015081803203
FF,518626,32,4,4,3,2,0,2,1,2,1,0,1,,,415436,2015081803204
CH,518626,32,5,4,3,2,0,2,2,2,1,0,1,0.9,2.0,415436,2015081803205
CU,430832,33,1,4,3,2,0,0,0,2,0,1,0,,,415436,2015081803301
CU,430832,33,2,4,3,2,0,1,0,2,0,1,0,0.0,3.0,415436,2015081803302
FF,429665,41,1,5,3,4,0,0,0,0,1,1,1,,,415436,2015081804101
FF,429665,41,2,5,3,4,0,0,1,0,1,1,1,,,415436,2015081804102
CH,429665,41,3,5,3,4,0,1,1,0,1,1,1,,,415436,2015081804103
SI,429665,41,4,5,3,4,0,2,1,0,1,1,1,,,415436,2015081804104
FF,429665,41,5,5,3,4,0,3,1,0,1,1,1,,,415436,2015081804105
CU,429665,41,6,5,3,4,0,3,2,0,1,1,1,0.0,,415436,2015081804106
CU,431145,42,1,5,3,4,0,0,0,1,1,1,1,,,415436,2015081804201
SI,431145,42,2,5,3,4,0,0,1,1,1,1,1,,,415436,2015081804202
SI,431145,42,3,5,3,4,0,1,1,1,1,1,1,0.0,5.0,415436,2015081804203
SI,485567,43,1,5,3,4,1,0,0,2,1,1,1,,,415436,2015081804301
CU,485567,43,2,5,3,4,1,0,1,2,1,1,1,,,415436,2015081804302
FF,485567,43,3,5,3,4,1,1,1,2,1,1,1,,,415436,2015081804303
CH,485567,43,4,5,3,4,1,2,1,2,1,1,1,,,415436,2015081804304
FF,485567,43,5,5,3,4,1,3,1,2,1,1,1,,,415436,2015081804305
CU,485567,43,6,5,3,4,1,3,2,2,1,1,1,0.0,,415436,2015081804306
FF,543829,4,1,1,0,0,1,0,0,0,1,1,1,,,415503,2015082300401
FF,543829,4,2,1,0,0,1,0,1,0,1,1,1,,,415503,2015082300402
FF,543829,4,3,1,0,0,1,0,2,0,1,1,1,,,415503,2015082300403
SI,543829,4,4,1,0,0,1,0,2,0,1,1,1,,,415503,2015082300404
CU,543829,4,5,1,0,0,1,0,2,0,1,1,1,,,415503,2015082300405
FF,543829,4,6,1,0,0,1,1,2,0,1,1,1,0.0,5.0,415503,2015082300406
FF,445988,5,1,1,0,0,0,0,0,1,1,1,1,,,415503,2015082300501
FF,445988,5,2,1,0,0,0,0,1,1,1,1,1,,,415503,2015082300502
FF,445988,5,3,1,0,0,0,0,2,1,1,1,1,,,415503,2015082300503
FF,445988,5,4,1,0,0,0,0,2,1,1,1,1,,,415503,2015082300504
CU,445988,5,5,1,0,0,0,0,2,1,1,1,1,0.9,4.0,415503,2015082300505
SI,518618,6,1,1,0,0,1,0,0,1,1,1,0,,,415503,2015082300601
SI,518618,6,2,1,0,0,1,1,0,1,1,1,0,0.0,2.0,415503,2015082300602
SI,571506,7,1,1,0,0,1,0,0,2,1,1,0,,,415503,2015082300701
SI,571506,7,2,1,0,0,1,1,0,2,1,1,0,,,415503,2015082300702
FF,571506,7,3,1,0,0,1,2,0,2,1,1,0,,,415503,2015082300703
FF,571506,7,4,1,0,0,1,2,1,2,1,1,0,,,415503,2015082300704
SI,571506,7,5,1,0,0,1,3,1,2,1,1,0,0.0,,415503,2015082300705
SI,571506,13,1,2,0,0,1,0,0,0,1,1,1,,,415503,2015082301301
CH,571506,13,2,2,0,0,1,1,0,0,1,1,1,0.0,3.0,415503,2015082301302
FF,542303,14,1,2,0,0,0,0,0,1,1,1,1,,,415503,2015082301401
FF,542303,14,2,2,0,0,0,0,1,1,1,1,1,,,415503,2015082301402
FF,542303,14,3,2,0,0,0,1,1,1,1,1,1,,,415503,2015082301403
FF,542303,14,4,2,0,0,0,1,2,1,1,1,1,0.0,,415503,2015082301404
SI,588751,21,1,3,0,1,0,0,0,0,1,1,1,,,415503,2015082302101
FF,588751,21,2,3,0,1,0,0,1,0,1,1,1,,,415503,2015082302102
FF,588751,21,3,3,0,1,0,1,1,0,1,1,1,0.0,2.0,415503,2015082302103
SI,425772,22,1,3,0,1,0,0,0,1,1,1,1,,,415503,2015082302201
SI,425772,22,2,3,0,1,0,1,0,1,1,1,1,0.0,2.0,415503,2015082302202
FF,543045,23,1,3,0,1,1,0,0,2,1,1,1,,,415503,2015082302301
FF,543045,23,2,3,0,1,1,1,0,2,1,1,1,,,415503,2015082302302
FF,543045,23,3,3,0,1,1,1,1,2,1,1,1,,,415503,2015082302303
CU,543045,23,4,3,0,1,1,1,2,2,1,1,1,0.0,,415503,2015082302304
SI,543829,30,1,4,0,1,1,0,0,0,1,1,1,,,415503,2015082303001
SI,543829,30,2,4,0,1,1,1,0,0,1,1,1,0.0,2.0,415503,2015082303002
SI,445988,31,1,4,0,1,0,0,0,1,1,1,1,,,415503,2015082303101
CU,445988,31,2,4,0,1,0,0,1,1,1,1,1,,,415503,2015082303102
CU,445988,31,3,4,0,1,0,1,1,1,1,1,1,,,415503,2015082303103
SI,445988,31,4,4,0,1,0,2,1,1,1,1,1,0.0,2.0,415503,2015082303104
CH,518618,32,1,4,0,1,1,0,0,2,1,1,1,,,415503,2015082303201
FF,518618,32,2,4,0,1,1,0,1,2,1,1,1,,,415503,2015082303202
SI,518618,32,3,4,0,1,1,1,1,2,1,1,1,,,415503,2015082303203
SI,518618,32,4,4,0,1,1,2,1,2,1,1,1,,,415503,2015082303204
SI,518618,32,5,4,0,1,1,3,1,2,1,1,1,0.7,,415503,2015082303205
CU,571506,33,1,4,0,1,1,0,0,2,1,1,0,,,415503,2015082303301
FF,571506,33,2,4,0,1,1,0,1,2,1,1,0,0.0,3.0,415503,2015082303302
SI,542303,37,1,5,0,1,0,0,0,0,1,1,1,0.0,3.0,415503,2015082303701
FF,588751,39,1,5,0,1,0,0,0,2,1,1,1,0.9,,415503,2015082303901
CU,425772,40,1,5,0,1,0,0,0,2,1,1,0,,,415503,2015082304001
CU,425772,40,2,5,0,1,0,0,1,2,1,1,0,,,415503,2015082304002
SI,425772,40,3,5,0,1,0,1,1,2,1,1,0,,,415503,2015082304003
CU,425772,40,4,5,0,1,0,1,2,2,1,1,0,,,415503,2015082304004
CU,425772,40,5,5,0,1,0,1,2,2,1,1,0,,,415503,2015082304005
FF,425772,40,6,5,0,1,0,1,2,2,1,1,0,,,415503,2015082304006
FF,425772,40,7,5,0,1,0,1,2,2,1,1,0,,,415503,2015082304007
CU,425772,40,8,5,0,1,0,2,2,2,1,0,1,0.0,3.0,415503,2015082304008
FF,400085,44,1,6,0,1,1,0,0,0,1,1,1,,,415503,2015082304401
SI,400085,44,2,6,0,1,1,1,0,0,1,1,1,0.0,2.0,415503,2015082304402
CU,543829,45,1,6,0,1,1,0,0,1,1,1,1,,,415503,2015082304501
CU,543829,45,2,6,0,1,1,0,1,1,1,1,1,,,415503,2015082304502
FF,543829,45,3,6,0,1,1,1,1,1,1,1,1,,,415503,2015082304503
SI,543829,45,4,6,0,1,1,2,1,1,1,1,1,0.9,2.0,415503,2015082304504
FF,445988,46,1,6,0,1,0,0,0,1,1,1,0,,,415503,2015082304601
CH,445988,46,3,6,0,1,0,1,1,2,1,1,1,0.0,2.0,415503,2015082304603
FF,518618,52,1,7,0,2,1,0,0,0,1,1,1,,,415503,2015082305201
CU,518618,52,2,7,0,2,1,0,1,0,1,1,1,,,415503,2015082305202
FF,518618,52,3,7,0,2,1,0,2,0,1,1,1,,,415503,2015082305203
CU,518618,52,4,7,0,2,1,1,2,0,1,1,1,,,415503,2015082305204
CU,518618,52,5,7,0,2,1,1,2,0,1,1,1,0.0,,415503,2015082305205
FF,571506,53,1,7,0,2,1,0,0,1,1,1,1,,,415503,2015082305301
CH,571506,53,2,7,0,2,1,1,0,1,1,1,1,,,415503,2015082305302
SI,571506,53,3,7,0,2,1,2,0,1,1,1,1,0.0,3.0,415503,2015082305303
CH,542303,54,1,7,0,2,0,0,0,2,1,1,1,,,415503,2015082305401
FF,542303,54,2,7,0,2,0,0,1,2,1,1,1,,,415503,2015082305402
FF,542303,54,3,7,0,2,0,1,1,2,1,1,1,,,415503,2015082305403
CU,542303,54,4,7,0,2,0,1,2,2,1,1,1,0.0,,415503,2015082305404
FF,588751,60,1,8,0,2,0,0,0,1,1,1,1,,,415503,2015082306001
CU,588751,60,2,8,0,2,0,1,0,1,1,1,1,,,415503,2015082306002
SI,588751,60,3,8,0,2,0,2,0,1,1,1,1,,,415503,2015082306003
FF,588751,60,4,8,0,2,0,3,0,1,1,1,1,0.7,,415503,2015082306004
SI,425772,61,1,8,0,2,0,0,0,1,1,1,0,,,415503,2015082306101
SI,425772,61,2,8,0,2,0,0,1,1,1,1,0,,,415503,2015082306102
SI,425772,61,3,8,0,2,0,1,1,1,1,1,0,,,415503,2015082306103
SI,425772,61,4,8,0,2,0,2,1,1,1,1,0,,,415503,2015082306104
SI,425772,61,5,8,0,2,0,3,1,1,1,1,0,0.0,3.0,415503,2015082306105
CU,431171,62,1,8,0,2,0,0,0,2,1,1,0,,,415503,2015082306201
FF,431171,62,2,8,0,2,0,1,0,2,1,1,0,,,415503,2015082306202
CU,431171,62,3,8,0,2,0,1,1,2,1,1,0,,,415503,2015082306203
CU,431171,62,4,8,0,2,0,1,2,2,1,1,0,0.0,,415503,2015082306204
FF,425834,1,1,1,0,0,0,0,0,0,1,1,1,,,415570,2015082800101
FF,425834,1,2,1,0,0,0,0,1,0,1,1,1,,,415570,2015082800102
FF,425834,1,3,1,0,0,0,1,1,0,1,1,1,0.0,3.0,415570,2015082800103
FF,500208,2,1,1,0,0,1,0,0,1,1,1,1,,,415570,2015082800201
SI,500208,2,2,1,0,0,1,0,1,1,1,1,1,0.0,5.0,415570,2015082800202
SI,457708,3,1,1,0,0,0,0,0,2,1,1,1,,,415570,2015082800301
SI,457708,3,2,1,0,0,0,1,0,2,1,1,1,,,415570,2015082800302
CU,457708,3,3,1,0,0,0,1,1,2,1,1,1,0.0,2.0,415570,2015082800303
FF,576397,9,1,2,0,0,0,0,0,0,1,1,1,,,415570,2015082800901
SI,576397,9,2,2,0,0,0,1,0,0,1,1,1,,,415570,2015082800902
SI,576397,9,3,2,0,0,0,2,0,0,1,1,1,,,415570,2015082800903
SI,576397,9,4,2,0,0,0,3,0,0,1,1,1,0.7,,415570,2015082800904
CH,475174,10,1,2,0,0,1,0,0,0,1,1,0,,,415570,2015082801001
SI,475174,10,2,2,0,0,1,1,0,0,1,1,0,,,415570,2015082801002
SI,475174,10,3,2,0,0,1,1,1,0,1,1,0,0.0,4.0,415570,2015082801003
CU,519083,11,1,2,0,0,0,0,0,1,1,1,0,,,415570,2015082801101
FF,519083,11,2,2,0,0,0,0,1,1,1,1,0,,,415570,2015082801102
SI,519083,11,3,2,0,0,0,1,1,1,1,1,0,,,415570,2015082801103
CU,519083,11,4,2,0,0,0,1,2,1,1,1,0,0.0,,415570,2015082801104
SI,605486,12,1,2,0,0,1,0,0,2,1,1,0,0.0,2.0,415570,2015082801201
SI,453178,16,1,3,0,0,0,0,0,0,1,1,1,,,415570,2015082801601
FF,453178,16,2,3,0,0,0,0,1,0,1,1,1,,,415570,2015082801602
CU,453178,16,3,3,0,0,0,0,2,0,1,1,1,,,415570,2015082801603
CU,453178,16,4,3,0,0,0,0,2,0,1,1,1,0.0,,415570,2015082801604
FF,608671,17,1,3,0,0,1,0,0,1,1,1,1,,,415570,2015082801701
SI,608671,17,2,3,0,0,1,0,1,1,1,1,1,,,415570,2015082801702
CU,608671,17,3,3,0,0,1,1,1,1,1,1,1,,,415570,2015082801703
FF,608671,17,4,3,0,0,1,2,1,1,1,1,1,0.0,3.0,415570,2015082801704
CU,425834,18,1,3,0,0,0,0,0,2,1,1,1,0.0,3.0,415570,2015082801801
